,Region,RegionCode,RegionName,T,Nuts0,Nuts1,sp61,tc,tc_ratio,tl_min,tl_mean,tl_max,sp61_n,sp61_d,tl_min_n,tl_min_d,tl_mean_n,tl_mean_d,tl_max_n,tl_max_d,tc_n,tc_d,tc_ratio_n,tc_ratio_d,sp61_resi_n,sp61_resi_d_alt,sp61_resi_regional_alt,sp61_resi_regional_alt_cont,key,population,empden,labprod,unemployment,tl_diff
227,R135,HU22,NyugatDunantul,2003,HU,HU2,8.256416142382433,2.033586231889108,1.6885680967313665,3.3519299039014534,4.806315225878611,5.721427662744233,1.0798778675670304,0.07987786756703041,1.1825963308510352,0.18259633085103522,1.0439511352534234,0.04395113525342342,1.0546947734662253,0.05469477346622531,1.0046352053409906,0.0046352053409906,0.992107559629099,-0.007892440370900977,1.0798778675670304,0.07987786756703041,1.0,2.8861366287047416,HU222003,1004328,3.747020919763439,0.019271731448763253,4.6,2.3694977588427797
228,R136,HU23,DelDunantul,2003,HU,HU2,7.777592935953771,2.04988934154006,1.826315653709143,3.3403164227220685,4.695956313002264,5.620833183849252,0.9851595161347191,-0.014840483865280918,1.2562683732590916,0.2562683732590916,1.0582296863454996,0.05822968634549963,1.0294871331785342,0.02948713317853424,1.0443617499411162,0.04436174994111619,1.071809902509653,0.07180990250965302,0.9851595161347191,-0.014840483865280918,0.0,-1.722004100674992,HU232003,989408,2.536523396146517,0.014680690038953812,7.8,2.280516761127183
229,R137,HU31,eszakMagyarorszag,2003,HU,HU3,7.913948081466714,2.082265408770084,1.8929821210426443,3.3340538986800885,4.721934862140044,5.628834509115162,1.0286827525227522,0.02868275252275221,1.2615210486409087,0.26152104864090875,1.0644272498323821,0.06442724983238213,1.0395059809751381,0.03950598097513813,1.053389622848176,0.053389622848176055,1.0558305629090496,0.05583056290904964,1.0286827525227522,0.02868275252275221,1.0,0.3954440520987056,HU312003,1288960,3.252662149080349,0.013923351648351649,9.8,2.2947806104350734
230,R138,HU32,eszakAlfold,2003,HU,HU3,8.186682992812655,2.025408448068243,1.705767503341403,3.3716459285589933,4.797750822358197,5.719836245123045,1.0240006814619742,0.024000681461974205,1.2439841632901982,0.24398416329019823,1.0577512260126973,0.05775122601269733,1.0386583879061475,0.03865838790614751,1.0360251691016968,0.03602516910169684,1.0471947850902892,0.04719478509028918,1.0240006814619742,0.024000681461974205,1.0,0.16765670121306528,HU322003,1554177,3.0379604038580856,0.014609598960267358,6.4,2.348190316564052
231,R139,HU33,DelAlfold,2003,HU,HU3,8.062857272108907,2.0584321798951453,1.791516001405609,3.3666011038066217,4.7491026429943926,5.636271229788111,0.9757128751774323,-0.024287124822567674,1.2532005390579577,0.2532005390579577,1.0614954654120712,0.06149546541207118,1.0301590003173335,0.03015900031733354,1.0498309047215506,0.049830904721550606,1.0761538763207812,0.07615387632078119,0.9757128751774323,-0.024287124822567674,0.0,-2.1815924517476852,HU332003,1367064,2.647908828180381,0.01480257413509061,6.4,2.2696701259814893
232,R142,ITC1,Piemonte,2003,IT,ITC,11.017416354253713,1.8986126125542802,1.2705105226533084,3.64316095135419,5.149868442082064,5.978306153095254,1.0579725061459457,0.057972506145945735,1.5976064162432682,0.5976064162432682,1.074475849214528,0.0744758492145281,1.0864840623513794,0.0864840623513794,1.0501395758606598,0.05013957586065976,1.031494663944276,0.031494663944275914,1.0579725061459457,0.057972506145945735,1.0,1.8204193032884435,ITC12003,4219397,7.377312952534192,0.06083252998909487,4.8,2.3351452017410637
233,R143,ITC2,Valle_dAosta_Vallee_dAoste,2003,IT,ITC,7.580882786409009,2.68480582105766,4.145256155617212,3.359883614280858,4.874470506295329,5.523119895724904,1.1140737341850941,0.11407373418509414,1.6799418071404313,0.6799418071404313,1.2800559400053957,0.2800559400053957,1.0721518716036709,0.07215187160367087,1.4472222078575059,0.4472222078575059,1.3919414964797463,0.3919414964797463,1.1140737341850941,0.11407373418509414,1.0,4.5497990906907635,ITC22003,120372,1.7134918184624883,0.0728063063063063,,2.1632362814440462
234,R144,ITC3,Liguria,2003,IT,ITC,9.957264237405843,2.576095611681388,3.2175150420126393,3.290804459910817,5.013433719712126,5.601397839167826,1.0634253176488575,0.0634253176488575,1.4651549963465014,0.46515499634650137,1.1495483710207597,0.14954837102075969,1.0076299821589338,0.007629982158933846,1.1549682504781968,0.15496825047819685,1.075761224415545,0.075761224415545,1.0634253176488575,0.0634253176488575,1.0,2.085703932890077,ITC32003,1565791,11.712945590994371,0.06549492231299056,6.9,2.3105933792570092
235,R145,ITC4,Lombardia,2003,IT,ITC,11.936505780514812,2.005702859883881,1.6483187764463774,3.4163017582598134,4.8109816926811195,5.594127795732765,1.0235424630022223,0.02354246300222229,1.0746298361891942,0.07462983618919417,1.0084650469878913,0.0084650469878913,1.029090253034804,0.02909025303480406,1.0165042646388383,0.01650426463883825,1.0710547250957914,0.07105472509579136,1.0235424630022223,0.02354246300222229,1.0,0.14536392356854083,ITC42003,9073637,17.854385964912282,0.07241191657659428,3.4,2.177826037472952
236,R155,ITF1,Abruzzo,2003,IT,ITF,9.50329421155054,2.8987538215659643,4.585649688872295,3.4269489375084143,5.0240902810581245,5.612656931552072,0.9994256351522938,-0.0005743648477062324,1.6101233046796877,0.6101233046796877,1.217089156123072,0.2170891561230719,1.1087014317295305,0.1087014317295305,1.3328718898655207,0.33287188986552074,1.351835840201863,0.3518358402018631,0.9994256351522938,-0.0005743648477062324,0.0,-1.0279434133746566,ITF12003,1265126,4.489891866478608,0.054963832460732984,5.6,2.185707994043658
237,R156,ITF2,Molise,2003,IT,ITF,8.050434567632637,3.0502225023133396,7.792582362454931,3.581533084039269,4.857209004059233,5.412350090503258,0.9875312948523504,-0.012468705147649639,1.79076654201963,0.7907665420196299,1.2332747550275494,0.23327475502754935,1.019097027144002,0.019097027144002077,1.4067083640336422,0.4067083640336422,1.453325497756915,0.453325497756915,0.9875312948523504,-0.012468705147649639,0.0,-1.6066147390093881,ITF22003,320218,2.526869426023325,0.05383728506787331,12.6,1.830817006463989
238,R157,ITF3,Campania,2003,IT,ITF,10.6918260200852,2.4049354960419564,2.8409097630938938,3.048885180049365,4.947230929034224,5.659401284993308,1.0041265966175352,0.0041265966175352276,1.402917840833074,0.402917840833074,1.1376831801700011,0.13768318017000114,1.1510574013166328,0.1510574013166328,1.2782055714225518,0.27820557142255176,1.413575889619586,0.413575889619586,1.0041265966175352,0.0041265966175352276,0.0,-0.799237025777691,ITF32003,5699296,12.214755077658303,0.05709031055141216,21.2,2.610516104943943
239,R158,ITF4,Puglia,2003,IT,ITF,10.366969347063677,2.448241831686548,3.0830030505051247,3.0536917611960837,4.962296390003459,5.652745557900373,1.0067564652591632,0.00675646525916318,1.4474351048331755,0.4474351048331755,1.1577971852382762,0.15779718523827624,1.1500875445127552,0.1500875445127552,1.2816419057170094,0.2816419057170094,1.3592686471254245,0.3592686471254245,1.0067564652591632,0.00675646525916318,0.0,-0.6712913360866621,ITF42003,4020032,6.561408993799176,0.05031543043202033,13.6,2.5990537967042897
240,R159,ITF5,Basilicata,2003,IT,ITF,8.52680578262199,2.9423024863523453,6.795852289276002,3.4645824005304227,4.842813494901134,5.510140180120333,0.9986129878128213,-0.0013870121871787378,1.7322912002652113,0.7322912002652113,1.2251392883086094,0.2251392883086094,1.1209179804060772,0.12091798040607715,1.3989720607805414,0.39897206078054137,1.4087196976717018,0.4087196976717018,0.9986129878128213,-0.0013870121871787378,0.0,-1.0674795037628162,ITF52003,595070,1.8870254141372569,0.05686679389312978,17.0,2.04555777958991
241,R160,ITF6,Calabria,2003,IT,ITF,9.698240136507756,2.047378352778522,1.683072173996943,3.769421779488767,4.960586732313854,5.849338452153944,1.022115355669203,0.022115355669203085,1.4739533559277143,0.47395335592771426,1.0635096961169808,0.06350969611698076,1.0546460074338413,0.05464600743384129,1.120407742544465,0.12040774254446496,1.124378051754422,0.12437805175442196,1.022115355669203,0.022115355669203085,1.0,0.0759337516215351,ITF62003,1999061,3.9103911068935133,0.05057713641879009,25.1,2.0799166726651768
242,R161,ITG1,Sicilia,2003,IT,ITG,10.606524972599239,2.0345699556103654,1.682257366099442,3.4824407320213338,5.028645530368958,5.808144292461301,1.0459644177109588,0.04596441771095883,1.5457142681647256,0.5457142681647256,1.1056445980763734,0.10564459807637339,1.0989706773310999,0.09897067733109988,1.127054041822486,0.12705404182248592,1.1100539708789248,0.11005397087892477,1.0459644177109588,0.04596441771095883,1.0,1.236214019280719,ITG12003,4959528,5.542130741075997,0.055461859110921746,20.8,2.325703560439967
243,R162,ITG2,Sardegna,2003,IT,ITG,9.633172261704,2.0286782038804496,1.6447674192119839,3.3882813571941677,4.881123852249913,5.701062448514275,1.021736971615586,0.021736971615585965,1.3539630594324972,0.3539630594324972,1.0446184359228854,0.04461843592288539,1.0072365020695573,0.007236502069557282,1.0739553191825637,0.0739553191825637,1.0897501900621307,0.0897501900621307,1.021736971615586,0.021736971615585965,1.0,0.0575249961643952,ITG22003,1630280,2.2714716223003517,0.052133812419384556,17.3,2.3127810913201072
244,R164,LU00,Luxembourg_GrandD,2003,LU,LU0,9.410455823129011,1.8597524007844848,1.6953315828271636,3.148316877414814,4.314661205826381,4.96880970020136,1.124101028545827,0.12410102854582705,1.2042918523296564,0.2042918523296564,0.9725894099091005,-0.027410590090899523,0.8377432548011934,-0.16225674519880662,0.8146900811362364,-0.18530991886376358,0.8223444798252866,-0.17765552017471342,1.124101028545827,0.12410102854582705,1.0,5.0376367995448295,LU002003,448300,7.235112142304717,0.140177926242651,3.7,1.8204928227865462
245,R165,LV00,Latvija,2003,LV,LV0,8.622669776061999,1.903434181564727,1.289484870847598,4.00911954016715,5.002811739056041,5.56937874539762,1.0949486214211879,0.09494862142118787,1.5597167657508026,0.5597167657508026,1.1403546803199827,0.14035468031998266,1.0323897775600968,0.032389777560096755,1.046968087108711,0.04696808710871103,0.9447393634703003,-0.0552606365296997,1.0949486214211879,0.09494862142118787,1.0,3.6193435902662445,LV002003,2299390,1.531385455129234,0.011001048327916972,12.1,1.5602592052304693
246,R166,MT00,Malta,2003,MT,MT0,7.663104835630578,1.8803173491641618,1.7305641861829448,2.9949677704490187,4.4172970116449575,5.574912907037222,0.9663192904617958,-0.033680709538204234,1.2511639130307313,0.25116391303073127,1.0374228465760078,0.03742284657600781,1.043854616295632,0.04385461629563192,0.9995631659189499,-0.0004368340810501081,0.9667403223555412,-0.03325967764445881,0.9663192904617958,-0.033680709538204234,0.0,-2.6385995646083646,MT002003,397296,47.14828897338403,0.03236337365591398,7.5,2.579945136588203
247,R167,NL11,Groningen,2003,NL,NL1,9.255194125357622,1.7833046769321117,1.6693652992773385,3.295177598362764,4.496921646178944,5.785119303012959,1.0401938954573413,0.04019389545734131,1.1083312403129841,0.10833124031298413,0.9674072012492481,-0.03259279875075194,0.9428991411103096,-0.05710085888969041,0.9392081663624102,-0.060791833637589776,0.9590078230407648,-0.04099217695923518,1.0401938954573413,0.04019389545734131,1.0,0.9554724499377386,NL112003,572997,11.853595890410958,0.07075677139761646,4.6,2.4899417046501946
248,R168,NL12,Friesland,2003,NL,NL1,8.874338271254667,1.9112619287605908,2.0517023632685394,3.3113293439305895,4.312794760637586,5.485694359437749,1.038771493666433,0.038771493666432955,1.6556646719652919,0.6556646719652919,1.0563246561872723,0.05632465618727234,0.9725335969723602,-0.027466403027639807,1.0086926248370365,0.008692624837036478,1.0245579948069843,0.024557994806984285,1.038771493666433,0.038771493666432955,1.0,0.886271207231233,NL122003,639787,9.279550950944973,0.045568597168597166,3.5,2.17436501550716
249,R169,NL13,Drenthe,2003,NL,NL1,8.547883995957076,1.9174460464435155,2.085456478132257,3.3260916256613053,4.297100138347727,5.564138293071997,1.0096176892789805,0.009617689278980546,1.6630458128306445,0.6630458128306445,1.0618735410653344,0.06187354106533438,0.9848475365926362,-0.015152463407363759,1.0153497029566405,0.01534970295664051,1.0368284345291927,0.03682843452919271,1.0096176892789805,0.009617689278980546,0.0,-0.5320899802541299,NL132003,481254,8.925056775170326,0.047586174724342664,3.2,2.2380466674106914
250,R170,NL21,Overijssel,2003,NL,NL2,9.402131403458727,1.9472957132674933,2.122855011377609,3.3193597654036733,4.268051231280384,5.302986122017692,1.018157141273232,0.01815714127323198,1.251317494726592,0.25131749472659193,1.0241871142037111,0.024187114203711113,1.0058697553863605,0.005869755386360476,1.0358337048060664,0.0358337048060664,1.059502667889912,0.059502667889911987,1.018157141273232,0.01815714127323198,0.0,-0.11663726231472966,NL212003,1100677,16.334505666275888,0.051560452705189545,3.2,1.9836263566140184
251,R171,NL22,Gelderland,2003,NL,NL2,9.914981570683953,1.858601015582746,2.064029842848832,3.306317066213363,4.156468807064881,5.186922464218036,1.0065497919146864,0.006549791914686409,1.6531585331066805,0.6531585331066805,1.054690626740445,0.054690626740445,1.0004631390838774,0.0004631390838774063,1.0320041751289453,0.03200417512894527,1.057460363919385,0.057460363919384916,1.0065497919146864,0.006549791914686409,0.0,-0.6813461970714538,NL222003,1960422,19.911157564672067,0.052375348273773464,3.2,1.8806053980046724
252,R172,NL23,Flevoland,2003,NL,NL2,8.174504455682479,2.1237137567925437,2.865739990751566,3.2588602371037885,4.154242375041737,5.305611910103815,1.0600899171738307,0.06008991717383072,1.1892200198124365,0.18922001981243652,1.0235063007803924,0.023506300780392397,0.9844443691561856,-0.015555630843814394,1.0340519531891357,0.034051953189135675,1.0634621272368134,0.06346212723681344,1.0600899171738307,0.06008991717383072,1.0,1.9234334272769453,NL232003,351680,12.562530825054605,0.048589848569826136,3.6,2.046751673000027
253,R173,NL31,Utrecht,2003,NL,NL3,9.791542750179003,1.8169340049054128,1.9561584356173758,3.296467938698571,4.285638062642253,5.3281643587219065,1.0155111936150119,0.015511193615011853,1.1338146233303048,0.1338146233303048,1.031293368980095,0.03129336898009494,1.0145853647301812,0.014585364730181238,0.9891483105977419,-0.010851689402258113,0.9983713325752858,-0.0016286674247142363,1.0155111936150119,0.015511193615011853,0.0,-0.24536521193877392,NL312003,1152218,43.46414658779397,0.07756099585062241,3.9,2.0316964200233354
254,R174,NL32,NoordHolland,2003,NL,NL3,10.569867273342673,1.8002995325499012,1.781340092416435,3.3242388487907943,4.360749867103074,5.351661050652709,1.0242324860270988,0.02423248602709882,1.1570064306246426,0.1570064306246426,1.0179553300111,0.017955330011099946,1.0149550019567783,0.014955001956778347,0.9859461232335244,-0.014053876766475626,0.9984995959361421,-0.0015004040638578742,1.0242324860270988,0.02423248602709882,1.0,0.17893422073968268,NL322003,2573120,49.57309766327141,0.07841117238253513,4.1,2.0274222018619144
255,R175,NL33,ZuidHolland,2003,NL,NL3,10.769756726450423,1.8542937607884415,1.7666939803718502,3.3525521809247527,4.426367084283865,5.505844393259331,1.0362617774670722,0.036261777467072154,1.2232648807716513,0.2232648807716513,1.0244157783695638,0.024415778369563768,1.0169796642518878,0.016979664251887794,1.0200531278052538,0.020053127805253812,1.025569775073677,0.02556977507367697,1.0362617774670722,0.036261777467072154,1.0,0.7641710517431657,NL332003,3439982,60.359816897909944,0.06709603174603175,3.5,2.153292212334578
256,R176,NL34,Zeeland,2003,NL,NL3,8.55193765906801,1.9500526607905018,1.9602568952418213,3.3891956513175328,4.330203560706038,5.595227864917344,1.0293502078781105,0.02935020787811049,1.2521298759552648,0.2521298759552648,0.995963380484606,-0.004036619515394024,0.9973921821871067,-0.0026078178128933205,1.0010502818351457,0.001050281835145661,1.0277740549717813,0.027774054971781315,1.0293502078781105,0.02935020787811049,1.0,0.4279164100056856,NL342003,378348,9.904367764666405,0.05181710897797854,1.9,2.2060322135998116
257,R177,NL41,NoordBrabant,2003,NL,NL4,10.336160396896787,1.863183011019327,1.8547517715818265,3.3340324355883535,4.296623843696443,5.346779370723006,1.006348532204843,0.006348532204843105,1.1795590476029645,0.17955904760296448,1.013670863388687,0.01367086338868706,1.0182545359345903,0.018254535934590255,1.0114653793770956,0.011465379377095575,1.032974714120024,0.03297471412002406,1.006348532204843,0.006348532204843105,0.0,-0.6911376794197805,NL412003,2400198,24.901916939401946,0.059473787755102044,3.4,2.0127469351346523
258,R178,NL42,Limburg_NL,2003,NL,NL4,9.525707919713719,1.836126847172231,1.8842310687950932,3.3105728633046194,4.25894510542397,5.40261504900279,1.0011910951738447,0.0011910951738447473,1.1991877557386992,0.19918775573869918,1.03860938490339,0.03860938490338994,1.0351334385700297,0.03513343857002971,1.01521141745698,0.015211417456979959,1.0389711489693874,0.03897114896938736,1.0011910951738447,0.0011910951738447473,0.0,-0.9420520511583858,NL422003,1141889,26.013654730388748,0.053335100874843784,4.0,2.092042185698171
259,R207,SE11,Stockholm,2003,SE,SE1,10.320030839543252,1.7113860851232372,1.6336017167111145,3.1245784954993745,3.980114595212925,4.847328631537154,1.076990637095627,0.07699063709562703,1.3713224192060975,0.37132241920609754,1.0044471087430908,0.004447108743090844,1.0108673019307162,0.010867301930716167,0.9644131561112921,-0.03558684388870792,0.9697748911690393,-0.030225108830960745,1.076990637095627,0.07699063709562703,1.0,2.745670033486516,SE112003,1850467,14.783795806298222,0.08758657397800373,5.1,1.7227501360377797
260,R208,SE12,ostra_Mellansverige,2003,SE,SE1,9.595214988301755,1.8096044049566176,1.8501474112886147,3.2710184258594666,4.029932173669033,4.601899889568194,1.0201523818929938,0.020152381892993843,1.4719051462984174,0.4719051462984174,1.025080124837719,0.025080124837719042,0.9775537738473161,-0.02244622615268388,1.0581500887936994,0.05815008879369943,1.0853610042097392,0.08536100420973924,1.0201523818929938,0.020152381892993843,0.0,-0.01956684854799443,SE122003,1503423,1.868035661557111,0.059702523571824734,5.7,1.3308814637087272
261,R209,SE21,Sydsverige,2003,SE,SE2,9.446912416226613,1.6400252340797878,1.6262235680375694,3.0876648044124235,4.031700934590893,4.853140533291764,1.0369899313471893,0.03698993134718931,1.2378048975211966,0.2378048975211966,0.9621429429579293,-0.03785705704207065,0.9863082565775454,-0.013691743422454605,0.9502578402452747,-0.04974215975472529,0.9672784650781335,-0.03272153492186647,1.0369899313471893,0.03698993134718931,1.0,0.7995964524335657,SE212003,796957,1.1772047088188353,0.05954108053007135,4.2,1.7654757288793408
262,R210,SE22,Norra_Mellansverige,2003,SE,SE2,8.991408342279287,1.8638771192646553,2.026958372423628,3.3453428396130667,4.043813933523221,4.853211927654046,1.0283142608025666,0.028314260802566604,1.5976647779675335,0.5976647779675335,1.0735506455974717,0.07355064559747171,1.025010881066184,0.025010881066183988,1.158516656583327,0.15851665658332692,1.1923589334543774,0.19235893345437738,1.0283142608025666,0.028314260802566604,1.0,0.37751656836879743,SE222003,1294965,4.355568905958332,0.06362694581280788,6.7,1.5078690880409793
263,R211,SE23,Mellersta_Norrland,2003,SE,SE2,8.303171917666651,2.2913315751303043,2.922590602833045,3.4070845014824043,4.223272521426433,4.828867589618455,1.052458488630567,0.05245848863056701,1.7035422507412041,0.7035422507412041,1.2174750562520846,0.21747505625208463,1.0961518671670674,0.09615186716706736,1.4373811215969172,0.4373811215969172,1.4693397926020728,0.4693397926020728,1.052458488630567,0.05245848863056701,1.0,1.5521569411284744,SE232003,1786781,2.9859574337898613,0.06601314890710382,4.8,1.421783088136051
264,R212,SE31,ovre_Norrland,2003,SE,SE3,8.574517291722103,1.8557197920200954,1.9927098133733272,3.3485223492625047,4.111130173850286,4.738609185524365,1.0619697430409125,0.06196974304091252,1.572093686011561,0.5720936860115611,1.0640809572698717,0.06408095726987173,0.9983220504689713,-0.001677949531028733,1.1545049127312546,0.15450491273125455,1.1773791806058063,0.17737918060580626,1.0619697430409125,0.06196974304091252,1.0,2.0148888000874794,SE312003,827067,0.5960585743979245,0.059948269533298376,6.9,1.3900868362618604
265,R213,SE32,Smaland_med_oarna,2003,SE,SE3,9.100355049509064,1.6826295759238963,1.6725711868589026,2.9977980638712274,4.093064546592884,4.849712453537027,1.0261076974025363,0.026107697402536267,1.2269392095176102,0.22693920951761015,0.9472203128359156,-0.05277968716408443,0.9783492758762509,-0.021650724123749132,0.9500540673540409,-0.049945932645959146,0.9786607033939732,-0.021339296606026847,1.0261076974025363,0.026107697402536267,1.0,0.2701650940042452,SE322003,372266,0.24314491831344429,0.06390966994788651,5.9,1.8519143896657995
266,R214,SE33,Vastsverige,2003,SE,SE3,9.911333623995514,1.5881678704168867,1.4966779957719918,3.1033324268906424,4.15483008510101,4.986118032458462,1.0877575420246568,0.0877575420246568,1.0076813040792107,0.007681304079210749,0.9244699289192612,-0.07553007108073884,0.961805291659935,-0.038194708340065,0.8861407549415903,-0.11385924505840972,0.8980398413291192,-0.10196015867088082,1.0877575420246568,0.0877575420246568,1.0,3.269490522151568,SE332003,508862,0.15178700028089392,0.06329617861743238,6.3,1.8827856055678196
267,R216,SK01,Bratislavsky_kraj,2003,SK,SK0,8.382880074308733,2.1837196454395302,1.3897714649683568,4.2441526424620815,5.456192607171195,7.602143035473875,1.148920971058181,0.14892097105818092,1.2068651487864954,0.20686514878649542,1.0260946452349882,0.026094645234988167,1.07114926995068,0.07114926995067994,0.9761887056827131,-0.023811294317286902,0.972448420927178,-0.02755157907282202,1.148920971058181,0.14892097105818092,1.0,6.24515135467068,SK012003,596720,15.102339181286547,0.025020070990642143,6.9,3.357990393011794
268,R217,SK02,Zapadne_Slovensko,2003,SK,SK0,8.630288860125196,2.203197977795538,1.4280075505500112,4.053870675353343,5.565002628357057,7.453211589890731,1.1616745273074829,0.16167452730748288,1.4547099594748427,0.4547099594748427,1.0246877041167963,0.024687704116796327,0.9517748188682287,-0.04822518113177132,0.9826225794896237,-0.017377420510376274,0.9828361146859185,-0.01716388531408153,1.1616745273074829,0.16167452730748288,1.0,6.865624379254969,SK022003,1862505,5.127059294337358,0.012639091973461688,15.6,3.3993409145373885
269,R218,SK03,Stredne_Slovensko,2003,SK,SK0,8.134743971013776,2.313681248825634,1.6127675826149845,3.9456540885555884,5.562733580034085,7.417327158933976,1.1069301676872954,0.10693016768729535,1.3922884591865565,0.3922884591865565,1.0688300443127148,0.06883004431271478,1.0795333992743321,0.07953339927433212,1.0563846362489346,0.05638463624893464,1.079863862237046,0.079863862237046,1.1069301676872954,0.10693016768729535,1.0,4.202257571716336,SK032003,1353025,3.182824803149606,0.011990104367993816,20.4,3.471673070378388
270,R219,SK04,Vychodne_Slovensko,2003,SK,SK0,8.154478884913809,2.2738897078193085,1.599594799488543,3.9093051273185915,5.497215632226309,7.312948122244055,1.0880818239617596,0.08808182396175956,1.3171211204247473,0.31712112042474727,1.042543768551921,0.04254376855192099,1.0843512136656301,0.08435121366563014,1.0604092462839179,0.06040924628391786,1.0993604925852611,0.09936049258526114,1.0880818239617596,0.08808182396175956,1.0,3.2852671565583997,SK042003,1562623,3.6324922138180895,0.011279142607174103,20.8,3.403642994925464
271,R1,AT11,Burgenland,2004,AT,AT1,7.869159034677533,1.992867529848298,2.0685797464827007,3.2037734237121995,4.471142091745382,5.683670873269114,1.0800937843423124,0.0800937843423124,1.0258100306266158,0.0258100306266158,1.0165599780148757,0.016559978014875743,0.9994241733675393,-0.0005758266324606964,1.024143601034136,0.024143601034136042,1.0064783775930515,0.006478377593051476,1.0800937843423124,0.0800937843423124,1.0,0.35223069103864213,AT112004,276793,3.2381625057727312,0.0472863255033557,5.5,2.4798974495569146
272,R2,AT12,Niederosterreich,2004,AT,AT1,9.800630001242364,1.98045395886596,1.8106900427759571,3.2679673410226844,4.581344873203777,5.754828095525962,1.0911678073352575,0.09116780733525753,1.015118481746525,0.015118481746525081,1.0175928380991548,0.017592838099154795,1.0051477096283148,0.005147709628314789,1.016578822886008,0.016578822886007982,0.9904087554593841,-0.009591244540615884,1.0911678073352575,0.09116780733525753,1.0,0.5391944346960525,AT122004,1557291,3.67697558192365,0.05449139367816092,4.6,2.4868607545032777
273,R3,AT13,Wien,2004,AT,AT1,10.227374192586215,1.8810602805302332,1.8559664814443972,3.1507167182327236,4.394269187422718,5.398559265735592,1.0432680556821716,0.043268055682171624,1.0076063731460312,0.007606373146031187,1.0141256318694711,0.014125631869471134,1.0056256697886854,0.005625669788685395,1.0170901820810814,0.017090182081081373,1.000603507985394,0.0006035079853941028,1.0432680556821716,0.043268055682171624,0.0,-0.26950145613119403,AT132004,1610409,173.86248736097065,0.09382032567606863,10.6,2.2478425475028687
274,R4,AT21,Karnten,2004,AT,AT2,8.708787994647558,1.9784528928918013,2.015444027949879,3.2242787719083807,4.464248456356313,5.552189351472567,1.0615992783591477,0.06159927835914769,1.0229638573569628,0.022963857356962825,1.0179154864498299,0.017915486449829876,1.0074826511520651,0.007482651152065145,1.0239854102362713,0.02398541023627132,1.0081695194132718,0.00816951941327182,1.0615992783591477,0.06159927835914769,1.0,0.03998625395288806,AT212004,558026,2.4722340879965827,0.05992984881209503,6.3,2.327910579564186
275,R5,AT22,Steiermark,2004,AT,AT2,9.487780899021596,1.981938163175242,1.9975104878288055,3.2334584808562714,4.454453351658687,5.62892266103338,1.0651733644884211,0.06517336448842115,1.01665645133796,0.0166564513379599,1.0122833292428792,0.012283329242879226,1.0013583151554541,0.0013583151554541484,1.018522340196261,0.01852234019626109,1.0070285733371438,0.007028573337143795,1.0651733644884211,0.06517336448842115,1.0,0.10032787716503878,AT222004,1192168,3.19255010094047,0.05982924619240408,4.7,2.395464180177109
276,R6,AT31,Oberosterreich,2004,AT,AT3,9.714891619474969,1.9470998980307574,1.9367874006494392,3.237434886580761,4.461668872760134,5.6719819202457895,1.052063363898712,0.05206336389871202,1.0137578819155553,0.01375788191555527,1.0125155206931742,0.012515520693174187,1.0028810756539475,0.0028810756539474625,1.0161298770488623,0.016129877048862262,1.005026243599025,0.005026243599024927,1.052063363898712,0.05206336389871202,0.0,-0.12100946258623155,AT312004,1387488,5.348811422625191,0.06372784244937012,5.0,2.4345470336650283
277,R7,AT32,Salzburg,2004,AT,AT3,8.999966273692058,1.957436667553879,1.8730117715650187,3.2361552926048844,4.551062784628317,5.632765837398526,1.081195525402442,0.0811955254024419,1.02399263798833,0.023992637988329957,1.0201351944095522,0.02013519440955225,1.0182378004078314,0.018237800407831406,1.0212642453132927,0.02126424531329274,0.9972995890078691,-0.0027004109921309194,1.081195525402442,0.0811955254024419,1.0,0.3708314861854575,AT322004,519691,3.3971841370216507,0.07287241235392321,4.4,2.396610544793641
278,R8,AT33,Tirol,2004,AT,AT3,9.222271859566451,1.969762241436254,1.8529986109419305,3.2264936142118414,4.546088442170672,5.512438785237153,1.046246917372876,0.046246917372875895,1.0230906223065406,0.023090622306540576,1.0134590073426963,0.013459007342696339,1.0080860555116402,0.008086055511640211,1.0183935153344859,0.018393515334485855,1.004501374893815,0.004501374893814969,1.046246917372876,0.046246917372875895,0.0,-0.21920906158889267,AT332004,683639,2.528553983190863,0.06563879419191919,2.9,2.2859451710253116
279,R9,AT34,Vorarlberg,2004,AT,AT3,8.55609552491902,1.9368007589569627,1.7856567220708555,3.204912396327984,4.495191119252041,5.524415851815027,1.06662408827758,0.06662408827757993,1.0206035320356805,0.02060353203568055,1.0184622180184684,0.018462218018468368,1.0053061782595532,0.0053061782595531515,1.0174522189799367,0.01745221897993665,0.9992949788326486,-0.0007050211673513829,1.06662408827758,0.06662408827757993,1.0,0.12482057966410189,AT342004,357068,6.68112798264642,0.06507727272727273,4.2,2.319503455487043
280,R10,BE10,Region_de_BruxellesCapitale,2004,BE,BE1,10.04306817706159,1.8087907387539166,1.771467881913681,3.1211512360776523,4.4985175131086805,5.40245913011285,1.083648545819099,0.08364854581909897,1.0131553150154913,0.013155315015491276,1.0249975421517459,0.024997542151745877,1.0225898099779156,0.022589809977915598,1.025718659333297,0.025718659333296978,1.005642854791262,0.00564285479126192,1.083648545819099,0.08364854581909897,1.0,0.4122460543743118,BE102004,999899,229.2546583850932,0.15610769439176375,13.5,2.2813078940351974
